Shop Name,Contact,Adress,State,City,GST
Navya Makeover  (Shiliguri),7291841783,Milanpally main road, Siliguri 
,West Bengal,Shiliguri,
Jai Beauty Clinic  (Raipur ),7290013234,Anandnagar ,Chattisgarh ,Raipur ,
Arti Cure Salon  (Raipur),7289992550,Tatibandh ,Chhattisgarh,Raipur,
Gagan Beauty Parlour  (Lucknow),7288378631,Gokhale marg,Uttar Pradesh,Lucknow,
Shital Make Over  (Kanpur ),7275879624,Kidwai Nagar ,Uttar Pradesh ,Kanpur ,
Merlin Professional Hair & Skin Salon  (Gorakhpur),7275585858,Khoya Mandi gali golghar gorakhpur ,Uttar Pradesh,Gorakhpur,
Taniya Makeup  (Varanasi ),7275381888,Mirzapur, Uttar Pradesh 231001,Uttar Pradesh,Varanasi ,
Aakansha Makeover  (Kanpur ),7275001701,Saket Nagar ,Uttar Pradesh ,Kanpur ,
Christina Beauty Salon (Kanpur ),7267970807,Lal bangla ,Uttar Pradesh,Kanpur ,
Pretty Loos Salon (Abbigeri),7267860160,Kumarswamy layout ,Karnataka,Abbigeri,
Mb Makeup My Beauty Salon (Bangalore ),7266881417,Rajajinagar ,Karnataka ,Bangalore ,
Sweta Vinal (Amritsar ),7266881416,Khandwala,Punjab ,Amritsar ,
Rudaraksh Unisex (Varanasi ),7266881415,Ashok Nagar colony Sigra ,Uttar Pradesh,Varanasi ,
Arty Master (Varanasi ),7257863401,IIIT Chauraha, Allahabad ,Uttar Pradesh ,Varanasi ,
Classic Unisex (Lucknow ),7251974203,Vrandavan telibagh ,Up,Lucknow ,
Sparkle Makeup Studio  (Lucknow),7250011601,Telibagh ,Uttar Pradesh,Lucknow,
Blush Beauty Makeover  (Lucknow ),7246684832,Arjunganj ,Up,Lucknow ,
B Blond Beauty Parlour  (Kanpur ),7236016666,Shyam nagar ,Uttar Pradesh,Kanpur ,
Glamour Makeup Studio  (Varanasi ),7235053320,Gupta Medical Sankat mochan Road wasellyganj Mirzapur ,Uttar Pradesh,Varanasi ,
Habiba Enterprises   (Lucknow),7234067560,Sadar bazar ,Uttar Pradesh,Lucknow,
Aleena Unisex  (Varanasi ),7234020202,Sale Visit ,Uttar Pradesh ,Varanasi ,
Ki N Ka Salon Mshagun Mart (Gonda ),7230047204,Ambedkar chouraha Gonda ,Uttar Pradesh ,Gonda ,
Aaradhya Beauty Parlour  (Jodhpur ),7223047743,Paota,Rajasthan ,Jodhpur ,
Dhanika Makeover  (Jodhpur),7222888399,Paota ,Rajasthan,Jodhpur,
Mr.Chouhan (Beas),7218734110,Railway station markit ,Punjab ,Beas,
Shivi Beauty Salon  (Other),7217841375,Main bazar,Punjab,Other,
Unique Beauty Salon  (Delhi ),7217540274,Mai market rajori garden ,Delhi ,Delhi ,
Aakriti Salon (Delhi),7210013900,D Block, Amar Colony, D-30, Lajpat Nagar IV, New Delhi, Delhi 110024,Delhi,Delhi,
Blushing  Make Over  (Delhi ),7206788983,C4-E  janakpuri  East ,Delhi ,Delhi ,
Mauli Beauty Salon  (Delhi ),7200467801,Delhi Darbar Road Bhajanpura ,Delhi ,Delhi ,
Shree Unisex Salon  (Delhi ),7088842738,Vikas puri ,Delhi ,Delhi ,
Ritis Hair Salon  (Delhi ),7088822417,C block Bhajanpura Gali no 5 ,Delhi ,Delhi ,
Sharu Makeover  (Noida),7087737080,Shop no 8 First Floor, Parasvnath Plaza, G Block, Pocket G, Sector 27, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Ananya Beauty Parlour  (Noida),7083943950,Parshvanath Plaza, Sec 26, Noida,Uttar Pradesh,Noida,
Hanish Unisex Salon  (Noida),7081914684,Shop no 8 First Floor, Parasvnath Plaza, G Block, Pocket G, Sector 27, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Radiant Glow Unisex Salon  (Delhi ),7081704923,Gandhi market ,Delhi ,Delhi ,
Infinity Unisex  (Delhi ),7081119005,Dashrath Puri Palam vihar 
D-24  ,Delhi ,Delhi ,
Richa Elegance Makeover  (East delhi),7080938034,Mayur vihar ph 2,Delhi,East delhi,
Sumeeta Salon (Nawashehar ),7080833818,Bus stand ,Punjab,Nawashehar ,
Style Studio Beauti Salon  (Kapurthala),7080790611,Near London hotel kapurthala ,Punjab ,Kapurthala,
Style Studio Beauty Salon  (Amritsar ),7080627441,Guru bazar,Punjab ,Amritsar ,
Pari Beauty Salon  (KONNAGAR),7080346765,25,G,T ROAD KONNAGAR,hooghly ,KONNAGAR,
Ms Makeover  (Kashipur ),7080251857,Bazpur road ,Uttrakhand ,Kashipur ,
Brown Girls Salon (Kashipur ),7078170058,,Uttrakhand ,Kashipur ,
Harman Makeover  (Modinagar ),7076583484,GT road ,UP,Modinagar ,
The Sizzer Salon (Baga Purana) (Jamshedpur),7068880439,Bistupur Fish Market ,Jharkhand,Jamshedpur,
Looks Unisex (Meerut ),7068643654,Modipuram road Meerut ,UP,Meerut ,
Geetanjali Saloon  (Meerut ),7067101040,Modipuram ,UP,Meerut ,
As Makeover  (Meerut),7065030030,Modinagar ,Uttar Pradesh,Meerut,
Madhu Makeover  (Modinagar),7061765569,Modi complex ,UP,Modinagar,
The Jawed Habib Hair @ Beauty  (Modinagar ),7061498142,Modi complex ,UP,Modinagar ,
Sahali Parlour  (Modinagar ),7060947538,Modi complex ,UP ,Modinagar ,
Arti Makeover  (Meerut ),7060440083,Shradha Puri ,UP,Meerut ,
Art Makeover  (Amritsar),7060077668,Chamlang road,Punjab,Amritsar,
Vogue Salon (Amritsar),7058200044,Chamlang road ,Punjab,Amritsar,
Blush And Brush Makeup Studio  (Amritsar ),7055545811,Chamlang road,Punjab ,Amritsar ,
M D Makeover  (Kharar),7055470807,Landra,Kharar,Kharar,
Scissors & Style Unisex Salon  (Delhi ),7055002021,B-2. Yamuna vihar ,Delhi ,Delhi ,
Scissors Style Unisex Salon  (Raipur ),7050570707,Shankarnagar ,Chattisgarh ,Raipur ,
Mbj Makeover  (Darjeeling),7050483319,Deshbandhu para,West Bengal,Darjeeling,
Istri Makeup Studio  (Bhubaneswar ),7050051782,Kharabela nagar,Odisha ,Bhubaneswar ,
Archna Salon  (Ranchi),7046878610,Hinoo,Jharkhand,Ranchi,
The Blunt Unisex Salon (Kolkata ),7044449545,Deb Banerjee Rd, Naskarhat, Kasba, Kolkata, West Bengal 700039,West Bengal ,Kolkata ,
Fancy Salon  (Jamshedpur ),7042992206,All ready user ,Jharkhand ,Jamshedpur ,
Lady Dream Salon  (Diglipur),7042938686,Lalapur ,Andaman and Nicobar Islands,Diglipur,
Hair Sage Luxury Salon  (Kapurthala),7042662186,Railway road ,Punjab,Kapurthala,
Anjali Sharma Makeovers  (Kapurthala),7042369086,Railway road ,Punjab ,Kapurthala,
Hair Express Salon  (Delhi ),7042201479,D-78 opp tata power house shalimar bagh ,Delhi ,Delhi ,
Attraction Salon  (Other),7042143330,Una road Amb ,Himachal Pradesh,Other,
Looks Unisex Salon  (Hamirpur),7042041298,Annu opposite degree college Hamirpur ,Himachal Pradesh,Hamirpur,
Your Choice Unisex Salon  (Hamirpur),7030289574,Bypass nalti galor road Hamirpur ,Himachal Pradesh,Hamirpur,
Sam Jas Unisex Salon  (Meerut ),7025794724,440/3 shastri nagar ,UP,Meerut ,
Viva Beauty Saloon  (Moradabad ),7025212571,Line paar ,up,Moradabad ,
Hair Master Salon (Delhi ),7021332172,Paschim vihar ,Delhi ,Delhi ,
Kumud Beauty Saloon & Academy  (Meerut ),7019414743,Modipuram road ,Up,Meerut ,
Alice Saloon  (Achaljamu),7018745678,Birsa chowk ,Jharkhand,Achaljamu,
S.K Salon  (Achaljamu),7018444836,Beside J D Complex, Azad Basti, Chepa Pull,Jharkhand,Achaljamu,
Anjali Makeover  (Jamshedpur),7018424673,Beside J D Complex, Azad Basti, Chepa Pull,Jharkhand,Jamshedpur,
Soni Make Over (Other),7018119199,Macon ,Andaman and Nicobar Islands,Other,
Hair & Skin Revolution Unisex Salon (Other),7017748620,Macon ranchi,Andaman and Nicobar Islands,Other,
Looks Beauty Saloon  (Rampur),7017662607,rampur near vishal mall ,Uttar Pradesh,Rampur,
Gold Glamourra Saloon  (Jodhpur ),7017582201,Ratnada ,Rajsthan ,Jodhpur ,
Glam Studio  (Jodhpur),7017494669,Chb kudi,Rajasthan,Jodhpur,
Classic Hair Cut Salon (Nagpur ),7017450970,Dharampeth ,Maharashtra ,Nagpur ,
Headmaster (Nagpur),7017396280,Friends colony ,Maharashtra,Nagpur,
Garvi Beauty Parlour  (Itanagar),7017336682,Rajeevnagar ,Arunachal Pradesh,Itanagar,
Jay Kay Gents Salon (Mysore),7015493190,Rajeevnagar,Karnataka,Mysore,
Jyoti Makeover (Nihal Singh wala ),7014976138,Guru Gobind Colony, Nihal Singh Wala, Punjab 142055,Punjab,Nihal Singh wala ,
Gorgeous Look Beauty Salon  (Nihal Singh wala ),7014770704,Mane bazar, Nihal Singh wala ,Punjab,Nihal Singh wala ,
Aline Make Up Studio  (Nihal Singhwala),7014445261,Mane bazar ,Punjab,Nihal Singhwala,
Sparkle Studio  (Kapurthala),7013244312,Kartarpur road,Punjab,Kapurthala,
U Shine Unisex Salon  (Kharar),7012264784,Kurali,Kharar,Kharar,
Varnika Makeover  (Amritsar ),7011887163,Ut markit,Punjab ,Amritsar ,
Pardeep & Kavita Salon (Lucknow ),7011705042,Amity University ,Up,Lucknow ,
Fairy Tale Beauty Studio  (Mohali),7011639489,Booth no 160 phase 10 Mohali ,Punjab ,Mohali,
Jawed Habib Unisex Saloon  (Gurdaspur ),7011535837,Near Redtape store,Punjab ,Gurdaspur ,
The Beauty Hub  (North delhi),7011526404,BB 5 A west shalimar bagh delhi 110088,Delhi,North delhi,
Glow & Glow Makeup Studio  (Delhi ),7011443930,B h block  shalimar bagh ,Delhi ,Delhi ,
Hair& Art Salon (South Delhi ),7011379877,Shop No - 45, Nehru Nagar Market, South Delhi ,Delhi ,South Delhi ,
Sk Makeover  (Delhi),7011211075,Petal Nagar ,Delhi ,Delhi,
Top Look Unisex Salon  (Kanpur ),7011165992,Govind Nagar ,Uttar Pradesh ,Kanpur ,
Matrix Salon  (Rampur),7011002770,Rampur,Uttar Pradesh,Rampur,
Mamta'S Makeover  (Modinagar),7009865422,Modinagar,UP ,Modinagar,
Blush And Beauty Hub  (Rampur),7009865401,Rampur,Uttar Pradesh,Rampur,
Trendz Family Saloon (Ghaziabad ),7009723526,Raj Nagar Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Face & Figure Beauty Saloon  (Muzaffarnagar ),7009588244,Dwarika puri ,Up ,Muzaffarnagar ,
Pari Ladies Saloon  (Fatehabad),7009584027,Jwahar nagr ,Haryana,Fatehabad,
High Skin (PATHANAMTHITTA ),7009362282,KONNI ,KERALA ,PATHANAMTHITTA ,
Ip Glits Makeover  (Chandigarh ),7009093303,Sec 41 chandigarh ,Ut,Chandigarh ,
Nanad Bhabhi Parlour (Chandigarh ),7008174023,Sec 27D chandigarh ,UT ,Chandigarh ,
Ashi Bp (Kapurthala),7007652143,Rcf kapurthala ,Punjab ,Kapurthala,
Dayal Enterprise  (Kapurthala),7007299330,,Punjab ,Kapurthala,
Simran Makeover  (Amritsar),7007071516,A block markit,Punjab,Amritsar,
Shalini Salon  (Amritsar ),7006441938,Near parvati hospital a block markit,Punjab ,Amritsar ,
Style Villa Salon Muktsar (Amritsar ),7006277871,A block markit ,Punjab ,Amritsar ,
Deepak Hair Port  (Rajkot ),7004739890,50 ft road nr old morbi road ,Gujrat ,Rajkot ,
Amazing Look Beauty Parlour  (Guwahati ),7004658969,Adabari Tinili ,Assam,Guwahati ,
Neha Makeup Mantra (Noida),7003562942,The Golden Palm, Tower O - Shop No. 28 & 29, Sector 168,Uttar Pradesh,Noida,
Super Salon Moga (East delhi),7003323506,,Delhi,East delhi,
Super Salon  (Noida),7003201092,Shop No LG 81 - 82, Spectrum Mall, Sector 75, Road, opposite Sector 50, Sector 75, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Shabnam Beauty Parlor  (East delhi),7002910353,Rohtash nagar main road,Delhi,East delhi,
The Beauty Mirror  (East delhi),7002818406,Shahdara Rohtash nagar,Delhu,East delhi,
Meena S Platinum Salon  (Ghaziabad ),7002533147,Habitat Central indrapuram ,Uttar Pradesh,Ghaziabad ,
Tony & Guy Essentual (Ghaziabad ),7002232346,Vashundhra Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Glam Garden  (Lucknow ),7000942818,Faijullahganj ,Up,Lucknow ,
Glam Garden Unisex Salon  (Lucknow ),7000818696,Faijullahganj lko sitapur raod,Up,Lucknow ,
Glam Garden Salon  (Kanpur ),7000676470,Tilak Nagar ,Uttar Pradesh ,Kanpur ,
Fresh Look Salon (Varanasi ),7000611710,Uma netralay Chitaipur ,Uttar Pradesh,Varanasi ,
Fresh Look (Moradabad ),6983568873,Harthala ,up,Moradabad ,
Nail Studio (Raipur),6977884356,Avanti,Chhattisgarh,Raipur,
O’Ie Unisex Salon (Raipur ),6973665342,Avanti vihar,Chattisgarh ,Raipur ,
Beau Mounde (Bhubaneswar ),6900127755,Saheed Nagar bbsr,Odisha ,Bhubaneswar ,
Topper Family Salon  (Sant kabir nagar ),6873466243,Shanti complex main market khalilabad ,Uttar Pradesh ,Sant kabir nagar ,
Lotus Salon (Kanpur ),6849953274,Shyam Nagar D block,Uttar Pradesh ,Kanpur ,
Vijay Shree Beauty Parlour  (Varanasi ),6846693547,Gandhi Nagar colony ,Uttar Pradesh,Varanasi ,
Kaya Beauty Parlour  (Gorakhpur),6839568469,Geet marriage hall,10 no. Boring Gorakhnath ,Uttar Pradesh,Gorakhpur,
Sai Sale  (Gorakhpur),6839100463,Rampur Naya Goan, near green City Gorakhnath ,Uttar Pradesh,Gorakhpur,
Sonika Kamboj Makeover  (Diglipur),6819562634,Vasai East ,Andaman and Nicobar Islands,Diglipur,
Sonika Kamboj Salon  (Jodhpur ),6790554210,Pratap Nagar ,Rajsthan ,Jodhpur ,
Ashu Beauty Parlour  (Jaisalmer ),6789897001,Jaisalmer Rajsthan ,Rajsthan ,Jaisalmer ,
Drishti Makeover  (Dhanbad),6783255694,Sindri Dhanbad ,Jharkhand,Dhanbad,
The Makeup Studio  (Shiliguri),6755879023,Bhanu nagar siliguri ,West Bengal,Shiliguri,
Sizzling Scizzor Unisex Salon  (Shiliguri),6708978908,Bhanunagar near service road,West Bengal,Shiliguri,
The Glitz Unisex Salon  (Noida),6708361148,Ansal Plaza, Greater Noida ,Uttar Pradesh,Noida,
Ns4 Unisex Salon (Kolkata ),6598721543,16B, Raja Subodh Chandra Mallick Rd, E Block, Ajanta Park, Baghajatin Colony, Kolkata, West Bengal 700086,West Bengal ,Kolkata ,
Wondercut Unisex  (Jodhpur),6598362854,Sardarpura ,Rajasthan,Jodhpur,
Shades (Jodhpur),6598325498,Sardarpura ,Rajasthan,Jodhpur,
Puspa Beauty Parlour  (Bhubaneswar ),6598284874,Chandrasekhar pur near bharat petrol pump ,Odisha ,Bhubaneswar ,
Aura Unisex  (Kanpur ),6598238654,Shastri Nagar ,Uttar Pradesh ,Kanpur ,
Beauty City (Lucknow ),6593827692,Ansal city ,Up,Lucknow ,
Surrey Unisex Salon  (Achhnera),6593783657,Chitaipur ,Uttar Pradesh,Achhnera,
100 Looks Unisex Salon  (Lucknow ),6592585456,Ashiyana ,Up,Lucknow ,
100 Looks Unisex Salon (Jaunpur ),6591739936,Jaunpur ,Uttar Pradesh ,Jaunpur ,
Rendez Unisex Salon (Faridkot),6587983245,Mane bazar, Faridkot ,Punjab,Faridkot,
Hair Expert Unisex Salon (FARIDKOT ),6579768905,Near medical College Faridkot ,Punjab,FARIDKOT ,
Pooja Mak3Over (FARIDKOT ),6578114823,Mane bazar, Faridkot ,Punjab,FARIDKOT ,
Richa Glam Makeover Salon  (ALAPPUZHA ),6578084567,Ambalapuzha ,Kerala ,ALAPPUZHA ,
Elegance Beauty Salon (Nagpur),6399759632,Kapil Nagar square ,Maharashtra,Nagpur,
Manvi Makeover  (Nagpur),6399116341,Wardhman nagar ,Maharashtra,Nagpur,
Hair Mafia Unisex Salon  (Nagpur),6399008007,Wardhaman nagar ,Maharashtra,Nagpur,
Gleam Makeover Beauty Salon  (Nagpur),6398841878,Nara road ,Maharashtra,Nagpur,
Beauty Hub Salon (Diglipur),6398479325,Varkkala,Andaman and Nicobar Islands,Diglipur,
Butter Beauty Salon  (Thiruvananthapuram),6398430090,Varkkala,Kerala,Thiruvananthapuram,
Butter Salon (Kathua),6397938783,Kathua,Jammu and Kashma«r,Kathua,
Archana Beauty Hub (Lucknow ),6397705784,Ashiyana,Up,Lucknow ,
Ustraa Hair Studio Salon  (Kanpur ),6397695174,Shastri Nagar,Uttar Pradesh,Kanpur ,
The Hair Loungh (Noida),6397676732,Sadbhavna Market, Sec 121, Opp Cleo County Gate No. 3,Uttar Pradesh,Noida,
Anjali Makeup Studio  (Moradabad ),6397664520,Near lovi shade bridge ,up,Moradabad ,
Sam @ Jas (Meerut ),6397563490,Shivagi road Meerut ,UP,Meerut ,
Vandna (Modinagar ),6397562135,Modi complex ,UP ,Modinagar ,
Ayza Beauty Salon And Academy  (Delhi),6397136754,31/1 B6, Block B6, Humayunpur, Safdarjung Enclave, New Delhi, Delhi 110029,Delhi ,Delhi,
Madhuri Bp  (West Delhi ),6396764030,Hari nagar ,Delhi,West Delhi ,
Levender Moon Famly Salon  (East delhi),6396430174,Dyanand vihar mkt,Delhi,East delhi,
Srinikas (Gorakhpur),6395188234,Main market khalilabad ,Uttar Pradesh,Gorakhpur,
Happy Parlour  (Gorakhpur ),6394998421,Main market khalilabad ,Uttar Pradesh ,Gorakhpur ,
The Lookks (Hr),6394376035,Faridabad ,Hr,Hr,
Boho Bliss (Noida),6393920998,Pillar No.53, Charm Art9 Studio, Main, Dadri Main Rd, Baraula, Sector 49, Noida, Uttar Pradesh 201301,Uttar Pradesh ,Noida,
The Sono (East delhi),6393747141,Mangal bazar road laxmi nagar,Delhi,East delhi,
Skyzar Salon (Ghaziabad ),6393525567,Rajender Nagar GT Road Ghaziabad ,Uttar Pradesh,Ghaziabad ,
Karishma Mackover (New Delhi),6393264846,JE 7 khirki extn,Delhi,New Delhi,
Pihu Beauty Zone (Delhi ),6393047345,Uttam Nagar ,Delhi ,Delhi ,
Maintain Beauty Point  (West Delhi ),6393017923,Uttam Nagar ,Delhi ,West Delhi ,
Hair Fashion Tuner  (West Delhi ),6392854189,Uttam Nagar ,Delhi ,West Delhi ,
Herbal Salon (Delhi ),6392854180,Uttam Nagar ,Delhi ,Delhi ,
Danish Makeover  (Noida),6392854159,Shop No -07 , Lower Ground Floor, Spectrum Mall, Phase -1, Sector 75, Noida, Uttar Pradesh 201304,Uttar Pradesh,Noida,
City Style Parlour  (Noida),6392368633,Shop No -07 , Lower Ground Floor, Spectrum Mall, Phase -1, Sector 75, Noida, Uttar Pradesh 201304,Uttar Pradesh,Noida,
Avalon Unisex Salon  (Jodhpur ),6392054429,Ratnada Jodhpur ,Rajsthan ,Jodhpur ,
Avalon Salon (Jodhpur ),6392013085,Ratnada,Rajsthan ,Jodhpur ,
Ishaan Unisex Salon  (moradabad ),6391979555,mda,up,moradabad ,
Hair Company Salon (Bareilly),6391057555,Green Park gate Pilibhit By Pass Road Bareilly ,Uttar Pradesh,Bareilly,
Jolens Es Beauty Salon (Nagpur),6389765430,Wardhaman nagar ,Maharashtra,Nagpur,
Mk Salon  (Tarn Taran),6388989934,Darbar sahib bazar ,Punjab,Tarn Taran,
She @ He Salon  (Amritsar),6388830575,Green Avenue ,Punjab,Amritsar,
Reshmi Beauty Parlour  (Ludhiana ),6388603875,285/100 j block brs nagar Ludhiana ,Punjab ,Ludhiana ,
Glam Zone Salon (Kanpur ),6388533138,Govind Nagar ,Uttar Pradesh,Kanpur ,
Blush Mekaup Studio @ Salon  (Bangalore),6388066104,Kaggalipura ,Karnataka,Bangalore,
Arth Unisex Salon  (Abbigeri),6387804645,Btm layout ,Karnataka,Abbigeri,
Moi Order Salon (Bangalore),6387617822,Btm layout ,Karnataka,Bangalore,
Fiorio Salon (Amritsar ),6387306711,Loharka road ,Punjab ,Amritsar ,
Kaya Glow Salon (Guwahati ),6386585390,Pandu port road ,Assam ,Guwahati ,
Maya Salon (Faridabad),6378869771,F8J6+7HF, Huda Market, Sector 37, Faridabad, Haryana 121003, India,Haryana,Faridabad,
Khubsurat Salon (Noida),6375835983,802, PINNACLE TOWER, Block A, Industrial Area, Sector 62, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Tress Lounge Salon (Noida),6366723200,802, PINNACLE TOWER, Block A, Industrial Area, Sector 62,Uttar Pradesh,Noida,
True Faces Salon (Nagpur),6364428377,Nandanvan ,Maharashtra,Nagpur,
Eves Beauty Salon  (Nagpur ),6363463050,Saoner ,Maharashtra ,Nagpur ,
Good Look Salon (Muzaffarnagar ),6363423211,Khatuli ,UP,Muzaffarnagar ,
Hair Baag Salon (Jodhpur),6361874828,Madore Jodhpur ,Rajasthan,Jodhpur,
Ananya Unisex Salon  (Jodhpur),6361234211,Paota ,Rajasthan,Jodhpur,
Shree Ji Beauty Parlour (Raipur ),6360517043,Kachna,Chattisgarh ,Raipur ,
Monamour Makeover  (Bangalore),6356980516,Kanankpura road ,Karnataka,Bangalore,
Pearl Salon  (Jamshedpur ),6355809023,Sonari market ,Jharkhand ,Jamshedpur ,
Sunaina Makeover  (Achaljamu),6355645321,Boriya morabadi,Jharkhand,Achaljamu,
Blush Salon  (Kanpur ),6350132084,P Road ,Uttar Pradesh ,Kanpur ,
Chavi Makeup Studio  (Noida),6350023112,Indirapuram, Ghaziabad ,Uttar Pradesh,Noida,
Uma Beauty Parlour (Raipur ),6323212323,Mahaveernagar,Chattisgarh ,Raipur ,
Veda Studio  (Bilaspur ),6321342143,Rajendranagar chowk link road bilaspur ,Chattisgarh ,Bilaspur ,
Amrita Makeover  (Raipur ),6307884835,Gurugivindnagar,Chattisgarh ,Raipur ,
Glam And Beauty  (Ludhiana ),6306783482,33 feet road sundar nagar chowk ,Punjab ,Ludhiana ,
Harpreet Kaur Paradise  (Amritsar ),6306497086,Sultanwind gate ,Punjab ,Amritsar ,
Neha B P (Gurdaspur),6306347372,Fish park,Punjab,Gurdaspur,
Gloss & Grace Unisex Salon  (Gurdaspur ),6306239530,Opp fish park,Punjab ,Gurdaspur ,
Yatika Makeover  (Amritsar),6297902122,Hathi gate,Punjab,Amritsar,
Lady Boss Beauty Salon  (Amritsar),6291910214,Hathi gate,Punjab,Amritsar,
Rey Beauty Saloon  (Amritsar ),6290917081,Hathi gate,Punjab ,Amritsar ,
Jawad Habib Hair And Beauty  P Road  (Abohar),6290728005,Kotkapura bypass, Muktsar ,Punjab,Abohar,
Shagun Bridal Makeup Studio  (Amritsar),6290332031,Darama wala bazar sultanwind road ,Punjab,Amritsar,
C 3 Unisex Salon  (Amritsar),6284909004,Chamlang road ,Punjab,Amritsar,
Divya Shukla Makeup Studio  (Amritsar),6284545576,Chamlang road,Punjab,Amritsar,
Sunflower Beauty Salon  (Amritsar ),6284536974,Chamlang road ,Punjab ,Amritsar ,
Kiana Unisex Salon  (Varanasi ),6284466150,Nathupur temple, Pahadi Gaon, DLW Colony, Bhullanpur, Nathupur, Uttar Pradesh,Uttar Pradesh,Varanasi ,
New Look Makeup Studio  (Allahabad ),6284240765,Gharwars 61, Mukta vihar,ADA Naini, Prayagraj - 211008,Uttar Pradesh ,Allahabad ,
Sherma Enterprises  (Moradabad ),6284023928,kashiram ,up,Moradabad ,
Sharma Enterprises  (Meerut ),6283989422,163 sec-2 shastri nagar ,UP,Meerut ,
Gorgeous Glow Beauty Saloon  (Meerut ),6283876667,163 sec-2 Shastri Nagar Meerut ,UP,Meerut ,
Magnum Profesional Beauty Saloon  (Meerut ),6283170313,Central market ,UP ,Meerut ,
Meenakshi Dutt Makeover  (Noida),6283082747,Opposite SAB Mall, Noida Sec 27, Atta Market, Noida 201301,Uttar Pradesh,Noida,
Pooja Saloon  (Delhi),6283072883,Moti nagar ,Delhi,Delhi,
Look Changer Unisex Salon  (Delhi),6280424976,Moti nagar ,Delhi ,Delhi,
Hair @ Club  (Delhi ),6280352633,Moti nagar ,Delhi ,Delhi ,
Beauty & Joy (Noida),6280344123,First floor, near RK public school, Mamura, Sector 66, Noida, Uttar Pradesh 201301,Uttar Pradesh,Noida,
Lavender My Choice  (Delhi ),6280210955,Uttam Nagar ,Delhi ,Delhi ,
Kashmira Salon  (Delhi ),6280191246,Dwarka ,Delhi ,Delhi ,
M K Salon  (Delhi ),6280173432,Dwarka mod ,Delhi ,Delhi ,
Mjrs Makeup Studio  (Hamirpur),6280078783,Vpo Rangas tehsil and district Hamirpur Himachal Pradesh ,HIMACHAL PRADESH,Hamirpur,
The Divino Faccia (Noida),6280031318,Noida World One, Sec 90 Noida,Uttar Pradesh,Noida,
Salon Be Beauty  (Noida),6268533120,UG 8, Tower A, Bhutani alphathum word one, plot no 1, Noida-Greater Noida Expy, Sector 90, Noida, Uttar Pradesh 201305,Uttar Pradesh,Noida,
Golden Scissors Salon  (Noida),6266864875,Bhutani Tower, sec 90 noida,Uttar Pradesh ,Noida,
Delight Salon  (Noida ),6266740099,Noida One, Sec 98, Noida,Uttar Pradesh ,Noida ,
Namrtha S Unisex Salon  (Andal),6265213940,Chatterjee hat 711104
,West Bengal,Andal,
M2 Hair Beauty  (Kolkata),6264576031,93/1B, Rash Behari Avenue, Deshapriya Park Rd, Kolkata, West Bengal 700029,West Bengal ,Kolkata,
Desio Unisex Salon  (Kolkata ),6264506115,93/1B, Rash Behari Avenue, Deshapriya Park Rd, Kolkata, West Bengal 700029,West Bengal ,Kolkata ,
